"","food","subj_idx","block","cond","resp","rt","pre_liking","post_liking","taste","health","healthy","tasty","pre_liking_c","post_liking_c","taste_c","health_c","response","post_pre","post_pre_c"
"497","GreenBeans_2_9beans.jpg",102,8,"Decrease",1,1.26936859399939,5,3,1,4,"healthy","untasty",1.46192893401015,-0.350323343300188,-2.68270634865447,0.667477922258536,0,-2,-1.81225227731034
"498","DriedHerring_1_1fish.jpg",102,8,"Decrease",2,1.47521745652921,4,5,4,4,"healthy","tasty",0.461928934010152,1.64967665669981,0.317293651345525,0.667477922258536,0,1,1.18774772268966
"499","GreenGrapes_4_40.jpg",102,8,"Health",2,2.00373857805971,4,5,4,6,"healthy","tasty",0.461928934010152,1.64967665669981,0.317293651345525,2.66747792225854,0,1,1.18774772268966
"500","LuckyCharms_6_1cup.jpg",102,8,"Health",1,0.674270882558631,1,1,1,1,"unhealthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,-2.33252207774146,0,0,0.18774772268966
"501","SevenGrain_1_1.jpg",102,8,"Health",1,0.767990050939261,1,2,2,2,"unhealthy","untasty",-2.53807106598985,-1.35032334330019,-1.68270634865447,-1.33252207774146,0,1,1.18774772268966
"502","Peanuts_4_0.25c.jpg",102,8,"Health",2,0.983489482881851,3,1,1,4,"healthy","untasty",-0.538071065989848,-2.35032334330019,-2.68270634865447,0.667477922258536,0,-2,-1.81225227731034
"503","SunChips_4_20Chips.jpg",102,8,"Health",2,2.58786708028856,5,1,4,3,"unhealthy","tasty",1.46192893401015,-2.35032334330019,0.317293651345525,-0.332522077741464,0,-4,-3.81225227731034
"504","Smartfood_4_100Chips.jpg",102,8,"Health",2,1.44869899838523,1,1,2,3,"unhealthy","untasty",-2.53807106598985,-2.35032334330019,-1.68270634865447,-0.332522077741464,0,0,0.18774772268966
"505","HersheysKisses_3_15.jpg",102,8,"Health",2,1.74905191564903,2,1,1,3,"unhealthy","untasty",-1.53807106598985,-2.35032334330019,-2.68270634865447,-0.332522077741464,0,-1,-0.81225227731034
"506","Doritos_5_20chips.jpg",102,8,"Health",3,1.92566849738432,5,4,4,3,"unhealthy","tasty",1.46192893401015,0.649676656699812,0.317293651345525,-0.332522077741464,1,-1,-0.81225227731034
"507","PopTartChocolate_1_0.5tarts.jpg",102,8,"Health",2,1.71205269029815,1,3,5,3,"unhealthy","tasty",-2.53807106598985,-0.350323343300188,1.31729365134553,-0.332522077741464,0,2,2.18774772268966
"508","FrootLoops_2_2T.jpg",102,8,"Health",1,1.16632141224181,1,1,1,1,"unhealthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,-2.33252207774146,0,0,0.18774772268966
"509","Triscuit_2_2crackers.jpg",102,9,"Health",2,1.31674823579669,1,1,1,3,"unhealthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,-0.332522077741464,0,0,0.18774772268966
"510","FrootLoops_6_2Cups.jpg",102,9,"Health",1,0.705685792534496,1,1,1,3,"unhealthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,-0.332522077741464,0,0,0.18774772268966
"511","SkimMilk_1_1Tbsp.jpg",102,9,"Health",2,0.88144708877735,5,3,1,4,"healthy","untasty",1.46192893401015,-0.350323343300188,-2.68270634865447,0.667477922258536,0,-2,-1.81225227731034
"512","IceCreamChocolate_4_3scoops.jpg",102,9,"Health",1,0.836187868921115,4,1,2,1,"unhealthy","untasty",0.461928934010152,-2.35032334330019,-1.68270634865447,-2.33252207774146,0,-3,-2.81225227731034
"513","Avocado_2_2pc.jpg",102,9,"Health",2,0.93213574591573,1,1,1,5,"healthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,1.66747792225854,0,0,0.18774772268966
"514","GreenGrapes_1_1.jpg",102,9,"Health",1,1.12744188999568,4,5,4,5,"healthy","tasty",0.461928934010152,1.64967665669981,0.317293651345525,1.66747792225854,0,1,1.18774772268966
"515","Broccoli_4_1.5c.jpg",102,9,"Health",1,1.25374817794,4,2,1,5,"healthy","untasty",0.461928934010152,-1.35032334330019,-2.68270634865447,1.66747792225854,0,-2,-1.81225227731034
"516","FrozenBlueberries_3_1cup.jpg",102,9,"Health",1,1.39231005929469,1,3,1,3,"unhealthy","untasty",-2.53807106598985,-0.350323343300188,-2.68270634865447,-0.332522077741464,0,2,2.18774772268966
"517","CannedArtichoke_5_1can.jpg",102,9,"Health",1,1.29711762901934,1,1,1,1,"unhealthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,-2.33252207774146,0,0,0.18774772268966
"518","FrozenBroccoli_2_3chunks.jpg",102,9,"Health",2,2.00937972474276,1,1,1,6,"healthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,2.66747792225854,0,0,0.18774772268966
"519","OatmealSquares_3_2tbsp.jpg",102,9,"Natural",2,1.35866183276084,1,1,2,3,"unhealthy","untasty",-2.53807106598985,-2.35032334330019,-1.68270634865447,-0.332522077741464,0,0,0.18774772268966
"520","PickledOnions_4_0.5cup..jpg",102,9,"Natural",1,0.579952425545343,4,2,3,3,"unhealthy","untasty",0.461928934010152,-1.35032334330019,-0.682706348654475,-0.332522077741464,0,-2,-1.81225227731034
"521","ChickenLunchMeat_2_2spoons.jpg",102,9,"Natural",2,0.844639605071279,3,4,3,5,"healthy","untasty",-0.538071065989848,0.649676656699812,-0.682706348654475,1.66747792225854,0,1,1.18774772268966
"522","FibreBrownies_2_1bar.jpg",102,9,"Natural",1,0.55818219705543,1,1,2,1,"unhealthy","untasty",-2.53807106598985,-2.35032334330019,-1.68270634865447,-2.33252207774146,0,0,0.18774772268966
"523","SlimStyles_2_2Tbsp.jpg",102,9,"Natural",1,0.444334764015366,1,1,1,4,"healthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,0.667477922258536,0,0,0.18774772268966
"524","BrusselsSprouts_2_3.jpg",102,9,"Natural",1,0.465252778973081,1,1,1,4,"healthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,0.667477922258536,0,0,0.18774772268966
"525","Aero_1_1pc.jpg",102,9,"Natural",1,0.622452767300274,1,1,1,1,"unhealthy","untasty",-2.53807106598985,-2.35032334330019,-2.68270634865447,-2.33252207774146,0,0,0.18774772268966
