participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
122,2018_06_27,1,actual,shiftingLetterNumber,30,,120,18.261110537958302,19.361120547509927,12.253074481,1,,,,2.0,,,1,0,0,i8,80,0.5,40,0,face,white,female,3
122,2018_06_27,2,actual,shiftingLetterNumber,30,,120,21.35957303503892,22.459582788589614,,1,,,,6.0,,,2,0,0,g6,80,0.5,40,0,face,white,female,3
122,2018_06_27,3,actual,shiftingLetterNumber,30,,120,28.458995271448657,29.559004257003835,,1,,,,3.0,,,3,0,0,o9,80,0.5,40,0,face,white,male,4
122,2018_06_27,4,actual,shiftingLetterNumber,30,,120,32.5581471731748,33.65816051070942,,1,,,,6.0,,,4,0,0,o9,80,0.5,40,0,face,white,male,4
122,2018_06_27,5,actual,shiftingLetterNumber,30,,120,39.65756428960958,40.75757353116569,,1,,,,6.0,,,5,0,0,p4,80,0.5,40,1,house,blue,old,2
122,2018_06_27,6,actual,shiftingLetterNumber,30,,120,46.75687516656035,47.856886712103005,,1,,,,4.0,,,6,0,0,m6,80,0.5,40,0,house,blue,new,1
122,2018_06_27,7,actual,shiftingLetterNumber,30,,120,51.85615122768286,52.95616251722822,,1,,,,3.0,,,7,0,0,g4,80,0.5,40,0,house,blue,old,2
122,2018_06_27,8,actual,shiftingLetterNumber,30,,120,55.95536610509953,57.05537662664938,,1,,,,4.0,,,8,0,0,o9,80,0.5,40,1,face,white,male,4
122,2018_06_27,9,actual,shiftingLetterNumber,30,,120,61.05460581439911,62.1546206879284,,1,,,,2.0,,,9,0,0,n7,80,0.5,40,1,house,blue,new,1
122,2018_06_27,10,actual,shiftingLetterNumber,30,,120,64.15382913977737,65.25384298931021,,1,,,,2.0,,,10,0,0,n1,80,0.5,40,0,house,blue,old,2
122,2018_06_27,11,actual,shiftingLetterNumber,30,,120,67.2529518576448,68.35296058720269,,1,,,,4.0,,,11,0,0,m4,80,0.5,40,1,face,white,male,4
122,2018_06_27,12,actual,shiftingLetterNumber,30,,120,72.3522030868844,73.45221591242444,,1,,,,5.0,,,12,0,0,p9,80,0.5,40,1,house,blue,new,1
122,2018_06_27,13,actual,shiftingLetterNumber,30,,120,78.45256304673603,79.55257382428317,,1,,,,6.0,,,13,0,0,m4,80,0.5,40,0,house,blue,old,2
122,2018_06_27,14,actual,shiftingLetterNumber,30,,120,85.55190464353655,86.65191465308817,,1,,,,1.0,,,14,0,0,g8,80,0.5,40,1,face,white,female,3
122,2018_06_27,15,actual,shiftingLetterNumber,30,,120,87.65103376137267,88.751043514927,,1,,,,5.0,,,15,0,0,m2,80,0.5,40,0,face,white,male,4
122,2018_06_27,16,actual,shiftingLetterNumber,30,,120,93.75030495851752,94.85031445607092,,1,,,,5.0,,,16,0,0,p7,80,0.5,40,0,face,white,male,4
122,2018_06_27,17,actual,shiftingLetterNumber,30,,120,99.84961071549333,100.9496217490414,,1,,,,4.0,,,17,0,0,h6,80,0.5,40,0,face,white,female,3
122,2018_06_27,18,actual,shiftingLetterNumber,30,,120,104.94888626461761,106.04889781016391,,1,,3,0.792133619063,1.0,15.0,,18,1,0,h3,80,0.5,40,0,face,white,female,3
122,2018_06_27,19,actual,shiftingLetterNumber,30,,120,107.04805301427041,108.14806327982296,,1,,,,5.0,,,19,0,0,i2,80,0.5,40,1,house,blue,old,2
122,2018_06_27,20,actual,shiftingLetterNumber,30,,120,113.14731115548057,114.24732270102322,,1,,,,3.0,,,20,0,0,i8,80,0.5,40,1,face,white,female,3
122,2018_06_27,21,actual,shiftingLetterNumber,30,,120,117.24650734498937,118.34652068252399,,1,,,,1.0,,,21,0,0,i2,80,0.5,40,1,house,blue,old,2
122,2018_06_27,22,actual,shiftingLetterNumber,30,,120,119.34562827086484,120.44563904841198,,1,,,,5.0,,,22,0,0,n9,80,0.5,40,1,face,white,male,4
122,2018_06_27,23,actual,shiftingLetterNumber,30,,120,125.44494349979504,126.54495453334312,,1,,,,4.0,,,23,0,0,g1,80,0.5,40,1,house,blue,old,2
122,2018_06_27,24,actual,shiftingLetterNumber,30,,120,130.5442077849766,131.6442208665103,,1,,,,4.0,,,24,0,0,n4,80,0.5,40,1,face,white,male,4
122,2018_06_27,25,actual,shiftingLetterNumber,30,,120,135.6434643901921,136.74347567973746,,1,,,,1.0,,,25,0,0,m8,80,0.5,40,1,house,blue,new,1
122,2018_06_27,26,actual,shiftingLetterNumber,30,,120,137.74258070809083,138.84259455762003,,1,,1,0.0838142483262,1.0,16.0,,26,0,0,n7,80,0.5,40,1,face,white,male,4
122,2018_06_27,27,actual,shiftingLetterNumber,30,,120,139.84268082920244,140.94269467873528,,1,,,,2.0,,,27,0,0,m7,80,0.5,40,1,house,blue,new,1
122,2018_06_27,28,actual,shiftingLetterNumber,30,,120,142.94187829870498,144.04188907625212,,1,,,,3.0,,,28,0,0,o8,80,0.5,40,1,face,white,male,4
122,2018_06_27,29,actual,shiftingLetterNumber,30,,120,147.04110597606268,148.14111700960711,,1,,,,2.0,,,29,0,0,h7,80,0.5,40,1,house,blue,new,1
122,2018_06_27,30,actual,shiftingLetterNumber,30,,120,150.1412227370929,151.241235306632,,1,,,,6.0,,,30,0,0,o2,80,0.5,40,0,house,blue,old,2
122,2018_06_27,31,actual,shiftingLetterNumber,30,,120,157.24157962495883,158.34159142650242,,1,,,,3.0,,,31,0,0,h9,80,0.5,40,0,house,blue,new,1
122,2018_06_27,32,actual,shiftingLetterNumber,30,,120,161.34079271038718,162.4408027199388,,1,,,,2.0,,,32,0,0,n8,80,0.5,40,0,house,blue,new,1
122,2018_06_27,33,actual,shiftingLetterNumber,30,,120,164.43995869204082,165.53997074958534,,1,,,,4.0,,,33,0,0,o4,80,0.5,40,0,house,blue,old,2
122,2018_06_27,34,actual,shiftingLetterNumber,30,,120,169.53921888124023,170.6392309387811,,1,,,,2.0,,,34,0,0,i8,80,0.5,40,0,house,blue,new,1
122,2018_06_27,35,actual,shiftingLetterNumber,30,,120,172.6383746229476,173.73838360850277,,1,,,,2.0,,,35,0,0,i4,80,0.5,40,0,house,blue,old,2
