participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
132,2018_06_27,1,practice,shiftingLetterNumber,30,,60,44.80338191986084,45.97226905822754,8.77583503723,1,,,,6.0,,,1,0,0,h9,25,0.5,12,0,face,blue,female,4
132,2018_06_27,2,practice,shiftingLetterNumber,30,,60,51.95708990097046,53.040504932403564,,1,,,,4.0,,,2,0,0,f8,25,0.5,12,1,house,white,new,1
132,2018_06_27,3,practice,shiftingLetterNumber,30,,60,57.025336027145386,58.10879111289978,,1,,3,0.657026052475,5.0,16.0,,3,0,0,n1,25,0.5,12,0,house,white,old,2
132,2018_06_27,4,practice,shiftingLetterNumber,30,,60,63.09363889694214,64.17709302902222,,1,,3,0.669150114059,3.0,16.0,,4,0,0,o7,25,0.5,12,0,house,white,new,1
132,2018_06_27,5,practice,shiftingLetterNumber,30,,60,67.16179490089417,68.24525094032288,,1,,,,5.0,,,5,0,0,o4,25,0.5,12,1,face,blue,male,3
132,2018_06_27,6,practice,shiftingLetterNumber,30,,60,73.2297101020813,74.31307697296143,,1,,,,3.0,,,6,0,0,f2,25,0.5,12,0,face,blue,female,4
132,2018_06_27,7,practice,shiftingLetterNumber,30,,60,77.29791903495789,78.38138103485107,,1,,1,0.872121095657,3.0,15.0,,7,1,1,n7,25,0.5,12,1,house,white,new,1
132,2018_06_27,8,practice,shiftingLetterNumber,30,,60,81.3661859035492,82.4495759010315,,1,,3,0.623988866806,4.0,15.0,,8,1,1,p2,25,0.5,12,1,face,blue,male,3
132,2018_06_27,9,practice,shiftingLetterNumber,30,,60,86.43405890464783,87.51741790771484,,1,,3,0.63316988945,2.0,15.0,,9,1,1,o3,25,0.5,12,0,face,blue,male,3
132,2018_06_27,10,practice,shiftingLetterNumber,30,,60,89.50133800506592,90.58470606803894,,1,,4,0.736477851868,1.0,15.0,,10,1,1,f4,25,0.5,12,0,face,blue,female,4
132,2018_06_27,11,practice,shiftingLetterNumber,30,,60,91.56932592391968,92.65275311470032,,1,,4,0.571422100067,6.0,15.0,,11,1,1,i4,25,0.5,12,0,face,blue,female,4
132,2018_06_27,12,practice,shiftingLetterNumber,30,,60,98.63759708404541,99.72095608711243,,1,,4,0.735064983368,3.0,15.0,,12,1,1,i9,25,0.5,12,0,face,blue,female,4
132,2018_06_27,13,practice,shiftingLetterNumber,30,,60,102.70572400093079,103.78910994529724,,1,,,,1.0,,,13,0,0,g3,25,0.5,12,1,house,white,old,2
132,2018_06_27,14,practice,shiftingLetterNumber,30,,60,104.77396702766418,105.85743308067322,,1,,,,3.0,,,14,0,0,i7,25,0.5,12,0,house,white,new,1
132,2018_06_27,15,practice,shiftingLetterNumber,30,,60,108.84230303764343,109.92572593688965,,1,,4,0.653274774551,1.0,15.0,,15,1,1,g2,25,0.5,12,1,face,blue,female,4
132,2018_06_27,16,practice,shiftingLetterNumber,30,,60,110.91053199768066,111.99390912055969,,1,,3,0.583196878433,2.0,15.0,,16,1,1,p2,25,0.5,12,0,face,blue,male,3
132,2018_06_27,17,practice,shiftingLetterNumber,30,,60,113.97874402999878,115.06212592124939,,1,,1,0.784222841263,3.0,16.0,,17,0,0,m3,25,0.5,12,1,house,white,old,2
132,2018_06_27,18,practice,shiftingLetterNumber,30,,60,118.04694509506226,119.13047504425049,,1,,,,2.0,,,18,0,0,g8,25,0.5,12,1,face,blue,female,4
132,2018_06_27,19,practice,shiftingLetterNumber,30,,60,121.11527800559998,122.19874906539917,,1,,1,0.906834840775,2.0,15.0,,19,1,1,p6,25,0.5,12,1,house,white,new,1
132,2018_06_27,20,practice,shiftingLetterNumber,30,,60,124.1836531162262,125.2670578956604,,1,,4,0.537877082825,1.0,15.0,,20,1,1,i3,25,0.5,12,1,face,blue,female,4
132,2018_06_27,21,practice,shiftingLetterNumber,30,,60,126.25116109848022,127.33461594581604,,1,,4,0.622821807861,6.0,15.0,,21,1,1,f1,25,0.5,12,0,face,blue,female,4
132,2018_06_27,22,practice,shiftingLetterNumber,30,,60,133.31949090957642,134.4029200077057,,1,,1,0.850287914276,4.0,16.0,,22,0,0,n1,25,0.5,12,1,house,white,old,2
132,2018_06_27,23,practice,shiftingLetterNumber,30,,60,138.38772702217102,139.4711470603943,,1,,,,2.0,,,23,0,0,g1,25,0.5,12,0,house,white,old,2
132,2018_06_27,24,practice,shiftingLetterNumber,30,,60,141.45524406433105,142.53868508338928,,1,,2,0.739244937897,5.0,16.0,,24,0,0,g7,25,0.5,12,0,house,white,new,1
132,2018_06_27,25,practice,shiftingLetterNumber,30,,60,147.52321100234985,148.60661101341248,,1,,4,0.91615486145,5.0,16.0,,25,0,0,m1,25,0.5,12,1,face,blue,male,3
