participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
999,2018_06_27,1,practice,shiftingLetterNumber,30,,60,43.641193866729736,44.74376702308655,4.17888998985,1,,,,3.0,,,1,0,0,o2,25,0.5,12,0,house,blue,old,2
999,2018_06_27,2,practice,shiftingLetterNumber,30,,60,47.72844982147217,48.81192898750305,,1,,4,0.833175897598,1.0,16.0,,2,0,0,n4,25,0.5,12,1,face,white,male,3
999,2018_06_27,3,practice,shiftingLetterNumber,30,,60,49.79677700996399,50.88016080856323,,1,,,,3.0,,,3,0,0,g4,25,0.5,12,0,face,white,female,4
999,2018_06_27,4,practice,shiftingLetterNumber,30,,60,53.86495304107666,54.948362827301025,,1,,4,0.69872713089,6.0,16.0,,4,0,0,o9,25,0.5,12,0,face,white,male,3
999,2018_06_27,5,practice,shiftingLetterNumber,30,,60,60.93313789367676,62.016520977020264,,1,,4,0.935653924942,4.0,15.0,,5,1,1,f6,25,0.5,12,0,face,white,female,4
999,2018_06_27,6,practice,shiftingLetterNumber,30,,60,66.00130891799927,67.08472895622253,,1,,1,0.9065721035,3.0,16.0,,6,0,0,p2,25,0.5,12,1,house,blue,old,2
999,2018_06_27,7,practice,shiftingLetterNumber,30,,60,70.06962084770203,71.15300297737122,,1,,2,0.957180976868,2.0,15.0,,7,1,1,o1,25,0.5,12,0,house,blue,old,2
999,2018_06_27,8,practice,shiftingLetterNumber,30,,60,73.13757681846619,74.22096490859985,,1,,,,4.0,,,8,0,0,g7,25,0.5,12,1,face,white,female,4
999,2018_06_27,9,practice,shiftingLetterNumber,30,,60,78.20579886436462,79.28918194770813,,1,,3,0.924326896667,3.0,16.0,,9,0,0,f8,25,0.5,12,0,face,white,female,4
999,2018_06_27,10,practice,shiftingLetterNumber,30,,60,82.27402591705322,83.357421875,,1,,4,0.86789393425,1.0,15.0,,10,1,1,f7,25,0.5,12,0,face,white,female,4
999,2018_06_27,11,practice,shiftingLetterNumber,30,,60,84.34226202964783,85.42577385902405,,1,,1,0.821754932404,5.0,16.0,,11,0,0,g8,25,0.5,12,0,face,white,female,4
999,2018_06_27,12,practice,shiftingLetterNumber,30,,60,90.41062688827515,91.49406599998474,,1,,,,1.0,,,12,0,0,m3,25,0.5,12,0,face,white,male,3
999,2018_06_27,13,practice,shiftingLetterNumber,30,,60,92.47804284095764,93.56148099899292,,1,,,,1.0,,,13,0,0,f3,25,0.5,12,1,house,blue,old,2
999,2018_06_27,14,practice,shiftingLetterNumber,30,,60,94.54632496833801,95.62984085083008,,1,,4,0.888397216797,2.0,16.0,,14,0,0,m4,25,0.5,12,1,face,white,male,3
999,2018_06_27,15,practice,shiftingLetterNumber,30,,60,97.6146068572998,98.69809198379517,,1,,4,0.972181081772,2.0,16.0,,15,0,0,n2,25,0.5,12,0,face,white,male,3
999,2018_06_27,16,practice,shiftingLetterNumber,30,,60,100.68291997909546,101.76629781723022,,1,,,,5.0,,,16,0,0,p9,25,0.5,12,0,face,white,male,3
999,2018_06_27,17,practice,shiftingLetterNumber,30,,60,106.75094485282898,107.83434200286865,,1,,,,2.0,,,17,0,0,g2,25,0.5,12,0,face,white,female,4
999,2018_06_27,18,practice,shiftingLetterNumber,30,,60,109.81851696968079,110.9018828868866,,1,,,,2.0,,,18,0,0,g8,25,0.5,12,1,house,blue,new,1
999,2018_06_27,19,practice,shiftingLetterNumber,30,,60,112.88654804229736,113.96991801261902,,1,,,,4.0,,,19,0,0,n3,25,0.5,12,1,face,white,male,3
999,2018_06_27,20,practice,shiftingLetterNumber,30,,60,117.95474791526794,119.03817296028137,,1,,,,5.0,,,20,0,0,i8,25,0.5,12,1,house,blue,new,1
999,2018_06_27,21,practice,shiftingLetterNumber,30,,60,125.862233877182,126.94565987586975,,1,,,,1.0,,,21,0,0,p1,25,0.5,12,1,face,white,male,3
999,2018_06_27,22,practice,shiftingLetterNumber,30,,60,141.74547386169434,142.8288378715515,,1,,,,1.0,,,22,0,0,f3,25,0.5,12,1,house,blue,old,2
999,2018_06_27,23,practice,shiftingLetterNumber,30,,60,144.40667080879211,145.49010491371155,,1,,,,6.0,,,23,0,0,h1,25,0.5,12,1,face,white,female,4
999,2018_06_27,24,practice,shiftingLetterNumber,30,,60,161.14440202713013,162.22781085968018,,1,,,,4.0,,,24,0,0,n4,25,0.5,12,0,face,white,male,3
999,2018_06_27,25,practice,shiftingLetterNumber,30,,60,170.46129298210144,171.54465699195862,,1,,1,0.971525907516,4.0,15.0,,25,1,1,o6,25,0.5,12,1,house,blue,new,1
