participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
999,2018_06_27,1,practice,shiftingLetterNumber,30,,60,5.700898170471191,6.803668022155762,4.31948113441,1,,,,4.0,,,1,0,0,o3,25,0.5,12,0,face,white,male,1
999,2018_06_27,2,practice,shiftingLetterNumber,30,,60,10.787451982498169,11.870841979980469,,1,,,,5.0,,,2,0,0,n3,25,0.5,12,1,house,blue,old,4
999,2018_06_27,3,practice,shiftingLetterNumber,30,,60,16.854968070983887,17.93832302093506,,1,,4,0.902236938477,1.0,16.0,,3,0,0,n6,25,0.5,12,0,house,blue,new,3
999,2018_06_27,4,practice,shiftingLetterNumber,30,,60,18.923192977905273,20.006636142730713,,1,,4,0.904114961624,1.0,15.0,,4,1,1,p1,25,0.5,12,0,house,blue,old,4
999,2018_06_27,5,practice,shiftingLetterNumber,30,,60,20.990663051605225,22.07404112815857,,1,,,,1.0,,,5,0,0,p7,25,0.5,12,1,face,white,male,1
999,2018_06_27,6,practice,shiftingLetterNumber,30,,60,23.058844089508057,24.142235040664673,,1,,,,3.0,,,6,0,0,i4,25,0.5,12,1,house,blue,old,4
999,2018_06_27,7,practice,shiftingLetterNumber,30,,60,27.126689195632935,28.210077047348022,,1,,1,0.937411785126,6.0,16.0,,7,0,0,g2,25,0.5,12,1,face,white,female,2
999,2018_06_27,8,practice,shiftingLetterNumber,30,,60,34.19502520561218,35.27843403816223,,1,,,,6.0,,,8,0,0,i1,25,0.5,12,0,face,white,female,2
999,2018_06_27,9,practice,shiftingLetterNumber,30,,60,41.2633330821991,42.346764087677,,1,,,,6.0,,,9,0,0,o4,25,0.5,12,0,face,white,male,1
999,2018_06_27,10,practice,shiftingLetterNumber,30,,60,48.3316969871521,49.41507911682129,,1,,3,0.800685882568,5.0,16.0,,10,0,0,g4,25,0.5,12,1,house,blue,old,4
999,2018_06_27,11,practice,shiftingLetterNumber,30,,60,54.40006113052368,55.48349404335022,,1,,4,0.767360925674,2.0,15.0,,11,1,1,n2,25,0.5,12,0,house,blue,old,4
999,2018_06_27,12,practice,shiftingLetterNumber,30,,60,57.467528104782104,58.5509090423584,,1,,,,4.0,,,12,0,0,p2,25,0.5,12,0,house,blue,old,4
999,2018_06_27,13,practice,shiftingLetterNumber,30,,60,62.53457498550415,63.617974042892456,,1,,3,0.884617090225,4.0,16.0,,13,0,0,n1,25,0.5,12,0,house,blue,old,4
999,2018_06_27,14,practice,shiftingLetterNumber,30,,60,67.60222506523132,68.68566107749939,,1,,,,6.0,,,14,0,0,p4,25,0.5,12,1,face,white,male,1
999,2018_06_27,15,practice,shiftingLetterNumber,30,,60,74.6703929901123,75.75376200675964,,1,,4,0.767108917236,3.0,16.0,,15,0,0,p6,25,0.5,12,1,house,blue,new,3
999,2018_06_27,16,practice,shiftingLetterNumber,30,,60,78.7375659942627,79.82094407081604,,1,,,,5.0,,,16,0,0,o4,25,0.5,12,1,face,white,male,1
999,2018_06_27,17,practice,shiftingLetterNumber,30,,60,84.80560398101807,85.88900899887085,,1,,,,5.0,,,17,0,0,m4,25,0.5,12,1,house,blue,old,4
999,2018_06_27,18,practice,shiftingLetterNumber,30,,60,90.87388706207275,91.95725297927856,,1,,3,0.954373121262,4.0,15.0,,18,1,1,p7,25,0.5,12,0,house,blue,new,3
999,2018_06_27,19,practice,shiftingLetterNumber,30,,60,95.94206619262695,97.0254271030426,,1,,4,0.681661844254,5.0,15.0,,19,1,1,i4,25,0.5,12,0,house,blue,old,4
999,2018_06_27,20,practice,shiftingLetterNumber,30,,60,102.00930213928223,103.09271097183228,,1,,2,0.903045892715,2.0,15.0,,20,1,1,i4,25,0.5,12,1,face,white,female,2
999,2018_06_27,21,practice,shiftingLetterNumber,30,,60,105.0768530368805,106.16025614738464,,1,,,,1.0,,,21,0,0,p8,25,0.5,12,1,house,blue,new,3
999,2018_06_27,22,practice,shiftingLetterNumber,30,,60,107.14506101608276,108.22850203514099,,1,,,,5.0,,,22,0,0,i8,25,0.5,12,1,face,white,female,2
999,2018_06_27,23,practice,shiftingLetterNumber,30,,60,113.21342015266418,114.29681515693665,,1,,,,3.0,,,23,0,0,h3,25,0.5,12,0,face,white,female,2
999,2018_06_27,24,practice,shiftingLetterNumber,30,,60,117.28165102005005,118.36500906944275,,1,,1,0.683533191681,3.0,15.0,,24,1,1,o6,25,0.5,12,0,face,white,male,1
999,2018_06_27,25,practice,shiftingLetterNumber,30,,60,121.349858045578,122.43325209617615,,1,,1,0.940529108047,6.0,15.0,,25,1,1,m8,25,0.5,12,0,face,white,male,1
