participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
103,2018_06_27,1,practice,shiftingLetterNumber,30,,60,2.66926908493042,3.7692320346832275,0.781655073166,1,,,,5.0,,,1,0,0,g3,25,0.5,12,0,face,blue,female,2
103,2018_06_27,2,practice,shiftingLetterNumber,30,,60,8.753871202468872,9.83728313446045,,1,,1,0.885874032974,3.0,15.0,,2,1,1,o7,25,0.5,12,0,face,blue,male,1
103,2018_06_27,3,practice,shiftingLetterNumber,30,,60,12.82193922996521,13.905301094055176,,1,,2,0.734390974045,3.0,15.0,,3,1,1,g6,25,0.5,12,0,face,blue,female,2
103,2018_06_27,4,practice,shiftingLetterNumber,30,,60,16.890056133270264,17.973828077316284,,1,,3,0.853044986725,1.0,15.0,,4,1,1,g2,25,0.5,12,1,house,white,old,3
103,2018_06_27,5,practice,shiftingLetterNumber,30,,60,18.958450078964233,20.041847229003906,,1,,,,3.0,,,5,0,0,h6,25,0.5,12,0,house,white,new,4
103,2018_06_27,6,practice,shiftingLetterNumber,30,,60,23.026530027389526,24.109904050827026,,1,,2,0.585994005203,6.0,15.0,,6,1,1,f1,25,0.5,12,1,face,blue,female,2
103,2018_06_27,7,practice,shiftingLetterNumber,30,,60,30.093891143798828,31.17730402946472,,1,,,,1.0,,,7,0,0,o2,25,0.5,12,1,house,white,old,3
103,2018_06_27,8,practice,shiftingLetterNumber,30,,60,32.16207814216614,33.24543809890747,,1,,3,0.903142929077,1.0,15.0,,8,1,1,n4,25,0.5,12,0,house,white,old,3
103,2018_06_27,9,practice,shiftingLetterNumber,30,,60,34.23006200790405,35.313417196273804,,1,,,,1.0,,,9,0,0,o4,25,0.5,12,0,house,white,old,3
103,2018_06_27,10,practice,shiftingLetterNumber,30,,60,36.297688007354736,37.38116121292114,,1,,2,0.902126073837,5.0,16.0,,10,0,0,p7,25,0.5,12,1,face,blue,male,1
103,2018_06_27,11,practice,shiftingLetterNumber,30,,60,42.36593818664551,43.44933819770813,,1,,2,0.636940956116,5.0,15.0,,11,1,1,g2,25,0.5,12,0,face,blue,female,2
103,2018_06_27,12,practice,shiftingLetterNumber,30,,60,48.434017181396484,49.517420053482056,,1,,2,0.668698072433,4.0,16.0,,12,0,0,f6,25,0.5,12,1,house,white,new,4
103,2018_06_27,13,practice,shiftingLetterNumber,30,,60,53.50204801559448,54.58540415763855,,1,,2,0.735589981079,4.0,16.0,,13,0,0,n2,25,0.5,12,1,face,blue,male,1
103,2018_06_27,14,practice,shiftingLetterNumber,30,,60,58.57009720802307,59.65345907211304,,1,,,,2.0,,,14,0,0,n7,25,0.5,12,1,house,white,new,4
103,2018_06_27,15,practice,shiftingLetterNumber,30,,60,61.637707233428955,62.72106599807739,,1,,,,2.0,,,15,0,0,n8,25,0.5,12,0,house,white,new,4
103,2018_06_27,16,practice,shiftingLetterNumber,30,,60,64.70569515228271,65.78906321525574,,1,,1,0.952471971512,1.0,15.0,,16,1,1,m8,25,0.5,12,1,face,blue,male,1
103,2018_06_27,17,practice,shiftingLetterNumber,30,,60,66.77371001243591,67.85706806182861,,1,,,,3.0,,,17,0,0,n8,25,0.5,12,0,face,blue,male,1
103,2018_06_27,18,practice,shiftingLetterNumber,30,,60,70.84172105789185,71.92508912086487,,1,,1,0.88636803627,1.0,15.0,,18,1,1,n7,25,0.5,12,0,face,blue,male,1
103,2018_06_27,19,practice,shiftingLetterNumber,30,,60,72.90973114967346,73.99314522743225,,1,,,,3.0,,,19,0,0,p4,25,0.5,12,1,house,white,old,3
103,2018_06_27,20,practice,shiftingLetterNumber,30,,60,76.97784900665283,78.06122207641602,,1,,3,0.685081005096,3.0,15.0,,20,1,1,p4,25,0.5,12,0,house,white,old,3
103,2018_06_27,21,practice,shiftingLetterNumber,30,,60,81.04593920707703,82.12930417060852,,1,,3,0.768547058105,3.0,16.0,,21,0,0,m1,25,0.5,12,1,face,blue,male,1
103,2018_06_27,22,practice,shiftingLetterNumber,30,,60,85.11358118057251,86.19703102111816,,1,,1,0.96903014183,2.0,15.0,,22,1,1,o9,25,0.5,12,0,face,blue,male,1
103,2018_06_27,23,practice,shiftingLetterNumber,30,,60,88.18131899833679,89.26469016075134,,1,,,,5.0,,,23,0,0,i7,25,0.5,12,0,face,blue,female,2
103,2018_06_27,24,practice,shiftingLetterNumber,30,,60,94.24948716163635,95.33287620544434,,1,,3,0.885872125626,2.0,15.0,,24,1,1,o3,25,0.5,12,1,house,white,old,3
103,2018_06_27,25,practice,shiftingLetterNumber,30,,60,97.31756806373596,98.40092301368713,,1,,,,2.0,,,25,0,0,n8,25,0.5,12,1,face,blue,male,1
