participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
999,2018_06_27,1,practice,shiftingLetterNumber,30,,60,8.837769031524658,9.93904995918274,5.34746789932,1,,,,6.0,,,1,0,0,h1,25,0.5,12,0,face,blue,female,1
999,2018_06_27,2,practice,shiftingLetterNumber,30,,60,15.923662900924683,17.00704598426819,,1,,,,6.0,,,2,0,0,m7,25,0.5,12,0,face,blue,male,2
999,2018_06_27,3,practice,shiftingLetterNumber,30,,60,22.991710901260376,24.075071096420288,,1,,,,4.0,,,3,0,0,o8,25,0.5,12,0,face,blue,male,2
999,2018_06_27,4,practice,shiftingLetterNumber,30,,60,28.059715032577515,29.143102884292603,,1,,2,0.668433904648,3.0,16.0,,4,0,0,m3,25,0.5,12,1,house,white,old,4
999,2018_06_27,5,practice,shiftingLetterNumber,30,,60,32.127779960632324,33.21116805076599,,1,,1,0.535491943359,4.0,15.0,,5,1,1,h1,25,0.5,12,1,face,blue,female,1
999,2018_06_27,6,practice,shiftingLetterNumber,30,,60,37.19546699523926,38.278876066207886,,1,,1,0.935802221298,2.0,16.0,,6,0,0,m4,25,0.5,12,0,face,blue,male,2
999,2018_06_27,7,practice,shiftingLetterNumber,30,,60,40.2635600566864,41.34694004058838,,1,,2,0.918840169907,6.0,16.0,,7,0,0,m9,25,0.5,12,1,house,white,new,3
999,2018_06_27,8,practice,shiftingLetterNumber,30,,60,47.33161401748657,48.41501593589783,,1,,2,0.917958021164,4.0,15.0,,8,1,1,p6,25,0.5,12,1,face,blue,male,2
999,2018_06_27,9,practice,shiftingLetterNumber,30,,60,52.399718046188354,53.48308205604553,,1,,2,0.852797985077,1.0,15.0,,9,1,1,m1,25,0.5,12,0,face,blue,male,2
999,2018_06_27,10,practice,shiftingLetterNumber,30,,60,54.466854095458984,55.55029892921448,,1,,,,2.0,,,10,0,0,i4,25,0.5,12,1,house,white,old,4
999,2018_06_27,11,practice,shiftingLetterNumber,30,,60,57.534470081329346,58.61791110038757,,1,,,,3.0,,,11,0,0,i6,25,0.5,12,1,face,blue,female,1
999,2018_06_27,12,practice,shiftingLetterNumber,30,,60,61.602652072906494,62.686002016067505,,1,,,,1.0,,,12,0,0,h8,25,0.5,12,1,house,white,new,3
999,2018_06_27,13,practice,shiftingLetterNumber,30,,60,63.67068290710449,64.7540590763092,,1,,,,4.0,,,13,0,0,n3,25,0.5,12,0,house,white,old,4
999,2018_06_27,14,practice,shiftingLetterNumber,30,,60,68.73872208595276,69.82213091850281,,1,,2,0.816714048386,2.0,16.0,,14,0,0,f6,25,0.5,12,1,face,blue,female,1
999,2018_06_27,15,practice,shiftingLetterNumber,30,,60,71.80656909942627,72.88996005058289,,1,,1,0.769189119339,6.0,15.0,,15,1,1,i1,25,0.5,12,0,face,blue,female,1
999,2018_06_27,16,practice,shiftingLetterNumber,30,,60,78.87459397315979,79.95798802375793,,1,,1,0.900450944901,1.0,15.0,,16,1,1,g7,25,0.5,12,0,face,blue,female,1
999,2018_06_27,17,practice,shiftingLetterNumber,30,,60,80.9426019191742,82.02595496177673,,1,,2,0.602035999298,5.0,16.0,,17,0,0,o2,25,0.5,12,1,house,white,old,4
999,2018_06_27,18,practice,shiftingLetterNumber,30,,60,87.01032090187073,88.09372091293335,,1,,1,0.802403926849,2.0,15.0,,18,1,1,g3,25,0.5,12,1,face,blue,female,1
999,2018_06_27,19,practice,shiftingLetterNumber,30,,60,90.0784010887146,91.16186094284058,,1,,,,5.0,,,19,0,0,o7,25,0.5,12,0,face,blue,male,2
999,2018_06_27,20,practice,shiftingLetterNumber,30,,60,96.14655995368958,97.22994208335876,,1,,,,2.0,,,20,0,0,p4,25,0.5,12,1,house,white,old,4
999,2018_06_27,21,practice,shiftingLetterNumber,30,,60,99.2147901058197,100.29817700386047,,1,,,,2.0,,,21,0,0,p9,25,0.5,12,0,house,white,new,3
999,2018_06_27,22,practice,shiftingLetterNumber,30,,60,102.28182697296143,103.36518907546997,,1,,1,0.819483041763,5.0,15.0,,22,1,1,h1,25,0.5,12,1,face,blue,female,1
999,2018_06_27,23,practice,shiftingLetterNumber,30,,60,108.34983706474304,109.43319606781006,,1,,1,0.835422039032,2.0,15.0,,23,1,1,f9,25,0.5,12,0,face,blue,female,1
999,2018_06_27,24,practice,shiftingLetterNumber,30,,60,111.41730904579163,112.50066804885864,,1,,,,4.0,,,24,0,0,m2,25,0.5,12,0,face,blue,male,2
999,2018_06_27,25,practice,shiftingLetterNumber,30,,60,116.48536205291748,117.56871604919434,,1,,1,0.885929107666,3.0,15.0,,25,1,1,g8,25,0.5,12,0,face,blue,female,1
