participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
123,2018_06_27,1,actual,shiftingLetterNumber,30,,120,18.98619837446313,20.086212479958704,12.9752877355,1,,,,4.0,,,1,0,0,f4,80,0.5,40,0,house,blue,old,1
123,2018_06_27,2,actual,shiftingLetterNumber,30,,120,24.085754755356902,25.185765020880353,,1,,,,6.0,,,2,0,0,o8,80,0.5,40,0,house,blue,new,2
123,2018_06_27,3,actual,shiftingLetterNumber,30,,120,31.18609141845809,32.286105523951846,,1,,1,0.95881067379,2.0,15.0,,3,1,0,h3,80,0.5,40,0,house,blue,old,1
123,2018_06_27,4,actual,shiftingLetterNumber,30,,120,34.285242810357886,35.38525256388493,,1,,2,0.967102964229,4.0,16.0,,4,0,0,g6,80,0.5,40,1,face,white,female,4
123,2018_06_27,5,actual,shiftingLetterNumber,30,,120,39.38449608950032,40.48450968299949,,1,,3,0.933799403472,5.0,16.0,,5,0,0,g1,80,0.5,40,0,face,white,female,4
123,2018_06_27,6,actual,shiftingLetterNumber,30,,120,45.483810552190334,46.5838244016868,,1,,1,0.942089645927,5.0,15.0,,6,1,0,f2,80,0.5,40,1,house,blue,old,1
123,2018_06_27,7,actual,shiftingLetterNumber,30,,120,51.58309941506923,52.68311121658189,,1,,,,5.0,,,7,0,0,n6,80,0.5,40,1,face,white,male,3
123,2018_06_27,8,actual,shiftingLetterNumber,30,,120,57.68240517382401,58.782417231333966,,1,,3,0.858800408265,5.0,15.0,,8,1,0,n8,80,0.5,40,0,face,white,male,3
123,2018_06_27,9,actual,shiftingLetterNumber,30,,120,63.7816919887191,64.88170379023177,,1,,3,0.933836779195,2.0,15.0,,9,1,0,n7,80,0.5,40,0,face,white,male,3
123,2018_06_27,10,actual,shiftingLetterNumber,30,,120,66.88085822850917,67.98086926202632,,1,,,,2.0,,,10,0,0,h3,80,0.5,40,1,house,blue,old,1
123,2018_06_27,11,actual,shiftingLetterNumber,30,,120,69.979972244686,71.07998225421215,,1,,,,1.0,,,11,0,0,h8,80,0.5,40,1,face,white,female,4
123,2018_06_27,12,actual,shiftingLetterNumber,30,,120,72.07911339666134,73.17912596616952,,1,,1,0.858814232164,5.0,15.0,,12,1,0,f3,80,0.5,40,1,house,blue,old,1
123,2018_06_27,13,actual,shiftingLetterNumber,30,,120,78.17840507552137,79.27841457305112,,1,,,,4.0,,,13,0,0,n9,80,0.5,40,1,face,white,male,3
123,2018_06_27,14,actual,shiftingLetterNumber,30,,120,83.27863473141588,84.37864858091234,,1,,1,0.892157216625,2.0,15.0,,14,1,0,i1,80,0.5,40,1,house,blue,old,1
123,2018_06_27,15,actual,shiftingLetterNumber,30,,120,86.37780199519875,87.47781456470511,,1,,,,4.0,,,15,0,0,f6,80,0.5,40,1,face,white,female,4
123,2018_06_27,16,actual,shiftingLetterNumber,30,,120,91.47708497012172,92.57709881961819,,1,,3,0.75875404701,2.0,15.0,,16,1,0,o6,80,0.5,40,0,face,white,male,3
123,2018_06_27,17,actual,shiftingLetterNumber,30,,120,94.576209226223,95.67622205172665,,1,,4,0.942066094101,6.0,15.0,,17,1,0,h2,80,0.5,40,0,face,white,female,4
123,2018_06_27,18,actual,shiftingLetterNumber,30,,120,101.67668387229969,102.77669311383033,,1,,3,0.792173318905,4.0,15.0,,18,1,0,p8,80,0.5,40,0,face,white,male,3
123,2018_06_27,19,actual,shiftingLetterNumber,30,,120,106.77580480042525,107.87581813792531,,1,,1,0.892126496852,1.0,15.0,,19,1,0,g4,80,0.5,40,1,house,blue,old,1
123,2018_06_27,20,actual,shiftingLetterNumber,30,,120,108.87592079316346,109.97593029069321,,1,,1,0.858824216088,3.0,16.0,,20,0,0,f8,80,0.5,40,0,house,blue,new,2
123,2018_06_27,21,actual,shiftingLetterNumber,30,,120,112.97509804087167,114.07511163437084,,1,,2,0.783765317326,3.0,16.0,,21,0,0,g1,80,0.5,40,0,house,blue,old,1
123,2018_06_27,22,actual,shiftingLetterNumber,30,,120,117.07428706449355,118.1742980980107,,1,,,,6.0,,,22,0,0,m6,80,0.5,40,1,face,white,male,3
123,2018_06_27,23,actual,shiftingLetterNumber,30,,120,124.17371109436863,125.27372187188848,,1,,,,3.0,,,23,0,0,i6,80,0.5,40,1,house,blue,new,2
123,2018_06_27,24,actual,shiftingLetterNumber,30,,120,128.27284072643124,129.372854831925,,1,,,,2.0,,,24,0,0,m7,80,0.5,40,0,house,blue,new,2
123,2018_06_27,25,actual,shiftingLetterNumber,30,,120,131.37200005427076,132.47201236777983,,1,,2,0.742157946219,5.0,15.0,,25,1,0,f9,80,0.5,40,0,house,blue,new,2
123,2018_06_27,26,actual,shiftingLetterNumber,30,,120,137.47130555702824,138.5713181265346,,1,,2,0.850493269938,2.0,16.0,,26,0,0,n3,80,0.5,40,0,house,blue,old,1
123,2018_06_27,27,actual,shiftingLetterNumber,30,,120,140.57045669292893,141.6704679824452,,1,,2,0.542034759934,6.0,15.0,,27,1,0,g7,80,0.5,40,0,house,blue,new,2
123,2018_06_27,28,actual,shiftingLetterNumber,30,,120,147.6708130678835,148.77082384540336,,1,,3,0.975489461965,4.0,16.0,,28,0,0,h2,80,0.5,40,1,face,white,female,4
